,0,1
0,388.0346820809249,501.0
1,6175.41875,6731.0
2,2987.0314465408806,2865.0
3,5586.748571428571,1141.0
4,5937.1581920903955,4578.0
5,363.0670731707317,362.0
6,4873.465408805031,5171.0
7,2917.094972067039,2703.0
8,4618.022598870057,4498.0
9,1226.5824175824175,942.0
10,1279.1657458563536,952.0
11,5334.505952380952,5957.0
12,4119.036363636364,4589.0
13,4977.560240963855,5174.0
14,1919.4638554216867,1829.0
15,4933.355029585799,5083.0
16,1994.7738095238096,1622.0
17,3019.212290502793,2938.0
18,2189.5508982035926,2845.0
19,4018.659090909091,3688.0
20,1232.537037037037,1121.0
21,4556.631901840491,4759.0
22,601.4488636363636,565.0
23,4548.383116883117,4238.0
24,4588.682634730539,4743.0
25,3628.7,3680.0
26,3458.253012048193,3919.0
27,396.16875,463.0
28,579.4228571428572,544.0
29,4119.036363636364,3960.0
30,4588.682634730539,3821.0
31,2368.5635359116022,2148.0
32,3343.693641618497,3378.0
33,4995.43125,5082.0
34,1710.4411764705883,1754.0
35,4598.372340425532,4897.0
36,4637.670731707317,5041.0
37,5255.889534883721,5269.0
38,4548.333333333333,4965.0
39,4588.682634730539,4895.0
40,4528.271676300578,4802.0
41,4871.754601226994,4983.0
42,4528.271676300578,4815.0
43,4689.074534161491,4842.0
44,3066.45625,3503.0
45,845.8742857142857,881.0
46,2550.8518518518517,2453.0
47,6127.558441558442,4096.0
48,385.8729281767956,352.0
49,3401.8159509202455,3137.0
50,4235.855421686747,4622.0
51,3144.5176470588235,3604.0
52,337.57978723404256,318.0
53,520.0722891566265,666.0
54,4977.560240963855,5165.0
55,384.8448275862069,329.0
56,1932.923076923077,2112.0
57,2987.654761904762,3243.0
58,2987.0314465408806,3041.0
59,5458.487804878048,5949.0
60,1831.4855491329479,1323.0
61,4598.372340425532,4426.0
62,5211.87573964497,3382.0
63,6105.947674418605,6136.0
64,843.390243902439,1001.0
65,342.03389830508473,354.0
66,4689.074534161491,4819.0
67,6175.418604651163,6226.0
68,4519.8877005347595,4788.0
69,300.36206896551727,317.0
70,4764.363636363636,4929.0
71,863.3975903614457,773.0
72,5748.422360248447,5662.0
73,2987.654761904762,3098.0
74,602.0337837837837,596.0
75,2786.980769230769,2878.0
76,2827.981366459627,2662.0
77,5731.532258064516,6147.0
78,3066.45625,3147.0
79,4556.631901840491,4713.0
80,2555.785714285714,2951.0
81,2526.12865497076,2665.0
82,5743.526946107784,6217.0
83,845.8742857142857,935.0
84,2189.5508982035926,2368.0
85,520.0722891566265,564.0
86,421.9268292682927,414.0
87,845.8742857142857,775.0
88,893.9757575757576,716.0
89,3006.8478260869565,3143.0
90,4548.383116883117,4519.0
91,6175.41875,6296.0
92,4642.311377245509,5295.0
93,3019.212290502793,2229.0
94,779.1284916201117,656.0
95,6105.947674418605,6235.0
96,6085.976470588235,4945.0
97,602.0337837837837,453.0
98,2638.1463414634145,2935.0
99,3458.253012048193,3301.0
100,614.5502958579882,559.0
101,3006.3353658536585,3246.0
102,4873.465408805031,5312.0
103,296.6511627906977,336.0
104,4548.333333333333,4848.0
105,5978.662576687117,6397.0
106,2827.981366459627,2635.0
107,5433.583850931677,3897.0
108,4347.601226993865,4643.0
109,1831.4855491329479,1459.0
110,863.3975903614457,805.0
111,1429.502824858757,1473.0
112,2755.8171428571427,2710.0
113,5662.841176470588,5774.0
114,3520.735632183908,3481.0
115,5662.841176470588,6116.0
116,4119.036363636364,4729.0
117,4788.147239263803,4232.0
118,2750.0710059171597,2778.0
119,2550.8518518518517,2466.0
120,843.390243902439,927.0
121,5036.9503105590065,5331.0
122,4788.147239263803,5353.0
123,6082.873563218391,6806.0
124,2633.3291925465837,2533.0
125,5625.52,5825.0
126,1831.4855491329479,2713.0
