,0,1
0,466.73477145002926,501.0
1,5231.489996316044,6731.0
2,3075.204809899713,2865.0
3,4409.690145784714,1141.0
4,5231.489996316044,4578.0
5,788.0315280889846,362.0
6,4588.070906360424,5171.0
7,3361.2239655073886,2703.0
8,4274.493851113806,4498.0
9,1246.4828011838506,942.0
10,1798.959265121594,952.0
11,5139.994357182482,5957.0
12,3690.3027933244416,4589.0
13,4613.758323444078,5174.0
14,3250.541501629616,1829.0
15,4334.032018961693,5083.0
16,2058.4549809649693,1622.0
17,3361.2239655073886,2938.0
18,2210.0550421911053,2845.0
19,4020.813335738647,3688.0
20,1796.1348018640106,1121.0
21,4334.032018961693,4759.0
22,727.7125442463289,565.0
23,4274.493851113806,4238.0
24,4506.587255058932,4743.0
25,3848.3559217647667,3680.0
26,3384.544421257415,3919.0
27,853.2111627056863,463.0
28,1113.4696583352068,544.0
29,3690.3027933244416,3960.0
30,4506.587255058932,3821.0
31,2659.535808217725,2148.0
32,3848.3559217647667,3378.0
33,4274.493851113806,5082.0
34,2432.5777216586484,1754.0
35,4122.58113237943,4897.0
36,4274.493851113806,5041.0
37,4676.837152301337,5269.0
38,4274.493851113806,4965.0
39,4506.587255058932,4895.0
40,4542.450536780937,4802.0
41,4580.252223180833,4983.0
42,4542.450536780937,4815.0
43,4334.032018961693,4842.0
44,3361.2239655073886,3503.0
45,1227.1050704948043,881.0
46,2921.313691047583,2453.0
47,5231.489996316044,4096.0
48,788.0315280889846,352.0
49,3425.3034357465053,3137.0
50,3698.121476504032,4622.0
51,3181.5837025621486,3604.0
52,486.27237242043634,318.0
53,1074.4133266596639,666.0
54,4613.758323444078,5165.0
55,853.2111627056863,329.0
56,2603.086577752077,2112.0
57,3614.683784902062,3243.0
58,3075.204809899713,3041.0
59,4409.690145784714,5949.0
60,1821.572122863517,1323.0
61,4122.58113237943,4426.0
62,4652.465514411609,3382.0
63,5338.371313621219,6136.0
64,880.6350057128468,1001.0
65,779.8189865011597,354.0
66,4334.032018961693,4819.0
67,5231.489996316044,6226.0
68,4265.621082738181,4788.0
69,751.4647708975747,317.0
70,4580.252223180833,4929.0
71,1231.155910590593,773.0
72,5139.994357182482,5662.0
73,3614.683784902062,3098.0
74,1113.4696583352068,596.0
75,2921.313691047583,2878.0
76,3361.2239655073886,2662.0
77,4652.465514411609,6147.0
78,3361.2239655073886,3147.0
79,4334.032018961693,4713.0
80,3202.2662924586516,2951.0
81,2921.313691047583,2665.0
82,5139.994357182482,6217.0
83,1227.1050704948043,935.0
