,0,1
0,386.9034487834953,501.0
1,6153.200674741293,6731.0
2,2981.7205938068464,2865.0
3,5569.790602395964,1141.0
4,5923.267894391564,4578.0
5,364.99533605785325,362.0
6,4893.423033469915,5171.0
7,2920.100197323689,2703.0
8,4611.504920916528,4498.0
9,1215.4122308841409,942.0
10,1285.04365072497,952.0
11,5297.396822668901,5957.0
12,4124.584147299506,4589.0
13,4974.954408470574,5174.0
14,1921.0925445907935,1829.0
15,4938.675964561489,5083.0
16,1987.4339624056458,1622.0
17,3025.6051514567366,2938.0
18,2167.7674890052863,2845.0
19,4023.5447941638245,3688.0
20,1233.4943942769437,1121.0
21,4550.05094830582,4759.0
22,602.8145357348036,565.0
23,4547.086560096517,4238.0
24,4559.577042099915,4743.0
25,3635.3367584786633,3680.0
26,3442.187700841679,3919.0
27,400.31487907953476,463.0
28,575.6595506273549,544.0
29,4124.584147299506,3960.0
30,4559.577042099915,3821.0
31,2351.2804236689276,2148.0
32,3346.671268306047,3378.0
33,4984.25557187827,5082.0
34,1728.3268196723081,1754.0
35,4599.666999490601,4897.0
36,4635.461851127384,5041.0
37,5269.246615498415,5269.0
38,4580.390226982726,4965.0
39,4559.577042099915,4895.0
40,4534.047582909436,4802.0
41,4868.920204313848,4983.0
42,4534.047582909436,4815.0
43,4696.268918836714,4842.0
44,3073.2084697401724,3503.0
45,843.9165402463134,881.0
46,2546.5177021673217,2453.0
47,6113.092607988771,4096.0
48,384.8032803292487,352.0
49,3389.2342805225876,3137.0
50,4249.938982772965,4622.0
51,3150.6690007272573,3604.0
52,335.02505475670745,318.0
53,522.5582608086507,666.0
54,4974.954408470574,5165.0
55,385.5384137988041,329.0
56,1935.402097056723,2112.0
57,2976.8848819862933,3243.0
58,2981.7205938068464,3041.0
59,5456.8739735981,5949.0
60,1831.2311445523221,1323.0
61,4599.666999490601,4426.0
62,5212.5811422177885,3382.0
63,6092.273455854508,6136.0
64,848.1020423205157,1001.0
65,343.229300283048,354.0
66,4696.268918836714,4819.0
67,6178.110988184093,6226.0
68,4519.921038120941,4788.0
69,298.2575872307035,317.0
70,4759.207013357421,4929.0
71,861.271585674844,773.0
72,5741.923910306839,5662.0
73,2976.8848819862933,3098.0
74,599.3086842865433,596.0
75,2776.191394473125,2878.0
76,2828.162037851964,2662.0
77,5703.748853708549,6147.0
78,3073.2084697401724,3147.0
79,4550.05094830582,4713.0
80,2552.0701917352653,2951.0
81,2518.531453228554,2665.0
82,5772.502193756522,6217.0
83,843.9165402463134,935.0
84,2167.7674890052863,2368.0
85,522.5582608086507,564.0
86,421.97087055339523,414.0
87,843.9165402463134,775.0
88,897.9468485332509,716.0
89,3003.903089923953,3143.0
90,4547.086560096517,4519.0
91,6153.200674741293,6296.0
92,4649.364374417451,5295.0
93,3025.6051514567366,2229.0
94,786.8971915741336,656.0
95,6092.273455854508,6235.0
96,6097.697028799695,4945.0
97,599.3086842865433,453.0
98,2644.2713344534686,2935.0
99,3442.187700841679,3301.0
100,613.6985308303144,559.0
101,3015.5388654471003,3246.0
102,4893.423033469915,5312.0
103,298.757493677782,336.0
104,4580.390226982726,4848.0
105,6003.846083832732,6397.0
106,2828.162037851964,2635.0
107,5416.571082257219,3897.0
108,4338.542771220285,4643.0
109,1831.2311445523221,1459.0
110,861.271585674844,805.0
111,1420.3025821372046,1473.0
112,2757.141408611985,2710.0
113,5636.167994651648,5774.0
114,3526.373073474266,3481.0
115,5636.167994651648,6116.0
116,4124.584147299506,4729.0
117,4793.452799752177,4232.0
118,2746.6569428264966,2778.0
119,2546.5177021673217,2466.0
120,848.1020423205157,927.0
121,5017.776778523459,5331.0
122,4793.452799752177,5353.0
123,6069.963856528466,6806.0
124,2615.9629171587912,2533.0
